name,uuid,power_state,vcpus,memory_gb,vm_age_days,days_since_power_on,power_on_count,last_power_on,unused_score,unused_reasons
PNO-CX-2-W-0049,98264785-c3ea-464c-8cbf-970ed3d53543,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0063,fb76aa7a-1722-49aa-9245-94470d9d805e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0165,a591e2c6-a75e-4b23-b7d9-185686ac42e3,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0040,cb1129b9-cbc6-4f51-a30a-4a03f71476a2,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0051,8d48e0b7-840c-4e25-88e6-40fac1913310,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0166,4824203f-c363-4215-b71f-aa714cc09004,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0069,5bf3e85d-0976-446e-ae7b-22dd0bbf68a5,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0017,7cd934c3-ae33-44db-a091-e9f3b1e2b3ce,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0086,89343025-d4f7-44cc-8e10-1946fb64e558,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0113,e54f5df7-9765-49ed-b688-12c4de692853,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0114,e93e6fec-ed84-40db-893c-9ef1dd6abc6c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0178,03a199b4-16b8-417e-b790-92e8b01aa500,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0071,3546e6bb-e7d6-41d6-b7a7-75a3fffff881,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0120,cf42c430-c971-4c28-b435-e2c63290bfe2,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-P-DevUP,8293ecc9-f572-4a56-b116-32e2e512e037,OFF,2,8.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0149,7d2a9da2-03ec-4a46-9e43-414f1945971a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0053,48e5aaae-4638-4e04-ad9e-9a4140b08cb8,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0057,a43b18ba-8993-42e1-a230-dc200713ad3c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0004,0c1970a0-08d7-43a3-a1ce-d65d0ca83356,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0036,45ddde70-5939-4e50-9ebb-9a753685dd32,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0184,731e158f-3c9a-47c4-923d-d696a48cd585,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0321,440530d7-d496-4385-a3dc-7f6994b7114a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0019,fc0de1ff-1cc9-4a4d-b47d-8b8c4908f396,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0202,3b6b51ba-11e8-43cb-a68e-d1f94838c280,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-TEMPLATE-VDI-002,42e64ff7-b067-4aba-8014-366fe1658ecc,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0092,984f9461-a73d-4229-ad15-d84f2e3ffd9d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0110,1655f8af-34c6-4e19-833d-565effedcf9a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0013,0a665115-f659-468b-a441-b8af75cfccce,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0028,55cd6681-f3e5-484b-8ee7-c71df1d05a6c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-P-0311,e08dee99-8b52-42c4-b48d-af1814d5cadb,OFF,4,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0059,778471c2-a7ba-4588-9788-1174c3ec94a9,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0127,28436009-eb39-437d-818f-35d265f139fd,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0213,4512655e-4fc1-4441-a999-0972fef7315b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0022,4f312d13-fa23-439f-8e37-71125f830182,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0056,5cb1ab4a-d1ff-4342-ae63-376730b51344,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0080,02716538-ff59-4415-8a17-9bd07f741633,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0081,561347c3-3bca-45a4-bafe-373f93536d4f,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0064,96c3958a-2128-44d9-ae2d-10eb24f0bc57,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0134,0c27cb40-b10c-401f-b729-8903a3e5b1ee,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0117,07c53f01-63c8-471f-95da-632ca6e09a77,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0311,7e11f3f5-195a-4d49-a022-c4ee20aec22a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0015,a6fa74a2-dfdb-4772-a6b1-d0bea05a6a77,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0306,e3bd4b4c-41f0-4d3c-b7eb-6fd0d9e44103,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0022,a90abd75-c5dd-4973-a2f8-eb58922d90cd,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0079,171bb980-6dfa-4efd-ab3a-c16efebe3b58,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0129,a5125d00-c01a-47f1-96b2-f18d391fce3a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-P-0013c,584ae08b-8e1c-4ee0-801e-4bdfa5081d28,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0130,845a8368-d373-4067-b2df-6e7c25940a8f,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0097,7ee671ec-2776-4a21-9859-dc86446f8aec,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0116,2c5bb767-e941-4d53-a887-0c06e718a69a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0065,ea4d29ed-d5b6-491b-b787-49731745bf4a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0089,0dcb852e-a784-455f-adb6-60483905c6f9,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0136,433fd042-83e1-45ea-b321-561498bf2a16,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0026,649301dd-a748-46b0-abec-1d6f9a2ab684,OFF,4,24.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0033,3d8f66a4-5d2a-4454-a7a0-04c959a127eb,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0107,bc153259-7e9f-44ba-9630-e0260723c340,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0330,6239328b-bc3f-4acf-885f-057491cab393,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0124,d500506c-6f9b-48ec-b6ee-e30bde659b71,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0011,e09a8c53-4328-4957-a786-6786b4924f1e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0096,c3ffe294-169d-4a7c-8e0c-605858cf2e94,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0111,cccdbe1f-3131-4ae4-9438-35197ef265b5,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0005,9e4295d5-eb00-41fe-ab0e-290d40ccbea8,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0153,06abdc2b-bbc0-4cd7-ac9a-49bb758dc090,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0055,f78981ce-2141-41c7-b75f-234d6499e9b0,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0035,d4874231-c3f5-49f0-aa3c-f12e7db03e11,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0086,9eef65b2-b10e-412a-80be-7e5b154cba59,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0194,b7ec46cf-521c-4b2c-8a9f-80e550da5e55,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0144,08d560c0-5af8-461c-bd77-d88d8b19a3bb,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0156,9a24ad59-f0f5-4314-b031-74a8a016b909,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0099,79b1a7fd-c211-4992-b234-66e512094b3b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0036,918d99b4-e836-4c36-b9de-6cd2e29fe4f5,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0149,be029665-c365-4c52-9680-05bad45eec0d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0057,6540126f-597c-4ec8-b234-32749e3fa23c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0058,5cbbe0ff-8fec-4877-9d28-ddd2a4b0f7bc,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0135,bf9c33c4-27d7-40fe-b94f-113ddd2bbe17,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0159,ca41caf3-781b-4c99-b5d0-b04c77a8e092,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0181,c659ea5b-003f-4526-8d94-ed7041c452a4,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0027,921e3826-078c-4226-a0d7-982ac3ddaf5b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0041,4e84277b-2111-48f2-bd6f-26dac89ae590,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0170,0359515f-0c67-434a-a4b9-c768685b6a4a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0082,da45e86b-dce0-49a1-8161-8c89316e3b76,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0316,acabe7b1-90c3-468f-b7c7-d501fcf95423,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0043,cf0c5c10-9274-46a0-9d92-c51fc7c402f9,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0201,5a5a839d-dfad-4df9-bd31-db72d0e85839,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0037,cf764426-a4b6-4ba4-a02d-0c89aceaae4a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0091,497af7a6-3ad1-4b4e-b9f3-d0ded1feee98,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0195,a0dec4a2-8c2a-4fe9-adab-f3e0521ae2c1,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-P-0312,7603dc9a-db27-48d7-a0c6-2133b34678ec,OFF,4,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Preparation - Win11-SnM-AHV-N-Prod,585db6b8-f87c-47ea-a381-0fa494b0779c,OFF,2,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0157,78dfe9cb-c545-4997-8c8a-d7131a2ce680,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0012,a7c5278b-e770-40d8-a6b6-b2fb4dcf60c8,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0029,a2548578-ccb3-4034-8ba1-77529c05f6fe,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0102,127cea75-3d72-4506-b7c4-8809f1a577d2,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0301,a24ca81f-4ec3-4182-91c0-a441f6b98a8a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0320,d72b9992-a2b4-4fb8-b66b-1cd1a9935506,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0167,18816712-58a6-443e-bb72-148ab403b77d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0321,6f13fc9e-635d-4469-a36c-aa3811d7f3bd,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0363,8ad308c9-e023-4dd7-b01b-1ae0a951cde4,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0234,f90da7d9-14e1-4760-ac0a-dbac1bcd510a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0263,741112fc-56b6-4761-bbe8-c44ed246964e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0269,0bc7a035-23b8-48f1-adc4-864100503a09,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0366,3bfb21e1-181a-4aee-9213-a392a3a1af00,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
CTX_Win11-AG-AHV-N-Prod-C1_19/09/25 08:00,39c0525e-1a0d-41cd-8f5f-2be43c01b425,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0224,b5337dbb-205b-46a9-ae8c-5501e3ffb7bf,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0190,da766b94-b93e-4b38-bdd5-eaca84882ee0,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0240,e6a56c95-dc40-48d2-949e-ad59388146c9,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0183,e87bf8f9-6bbc-4390-8846-e319ffa66efc,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0218,373aa6cb-add3-443b-87f2-520424397b67,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0372,32ba8d7d-6d38-47f4-a607-70670e7c10dc,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0248,b2bc3d25-b0e8-4325-b23a-907fa4875365,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0295,81d5613d-fde7-4cce-8b47-18f491121b02,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0239,ba40d60b-45ed-4db3-be31-078405540be9,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0246,e52f052e-38f1-49c9-95e4-2f7d960dae69,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0255,f7a7b18b-42fe-46c8-91de-a53572a330e4,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0344,fbda6d18-6d36-4bad-b343-dc4b2f78ab23,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0225,57d4bb9e-b49b-4e53-bba2-666701e21e8d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0232,b45fd0fc-1f1f-4f79-aaaa-1e305d5d5ce7,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0243,fd8afc46-86ef-4c65-adfd-01ec4898c80d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0353,a309926e-bdcb-4f91-8e49-36af1900e7bf,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0294,89bb5c2f-1870-4152-995d-011162fee6a5,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0186,12e2d8de-9887-417d-974b-b5cb2f276ab6,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Preparation - Win11-SnM-AHV-N-Prod-C2,112755c2-4d40-405d-91e8-888f6c795b1a,OFF,2,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0334,34df62d9-5f92-42e9-aaa1-c6ab0f2b2d79,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0337,b3800167-ba61-4793-8f59-4ddeec80633b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0302,e28d08d3-91c6-4345-b991-1a29de6a2e1e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0216,fa490346-1889-40b3-96d2-a018ecab4e27,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0230,df8bc1df-4789-426c-83b3-a619b2a372be,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0350,46e6a80b-10cb-4813-85b0-8a724dc95ade,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0293,dfb906a9-f5d6-4fe0-98d1-5fe74d2da216,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0259,8cab2e4b-c373-497d-9c09-f93f73f26e11,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0160,f28a5121-c216-4cb0-b6cc-9afc64031385,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
CTX_Win11-SnM-AHV-N-Prod-C2_10/10/25 06:00,22914b8b-05bd-49e2-a3c5-b9d6d3fdb862,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0168,b7c3c029-b326-4925-89a3-eb71f40ecfd4,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0351,d3b69137-7135-453b-987f-59f7db6dafb6,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0359,a7040ef3-8c9c-4da9-9c60-c61faf822c86,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0307,7d622877-3e2d-4282-a888-84fd8df01f5e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0198,ba6a82e5-3c4c-435e-a254-2fbdf848b13a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0254,42d786df-b443-4731-8c9c-7916afae8088,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Preparation - Win11-SnM-AHV-N-Prod-C2,2b462d8a-757d-4156-949d-f24992dd4a47,OFF,2,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0329,d1257fc3-f0d7-4222-acba-b92d19789b50,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0269,6d7241f3-dd01-4ac6-9e92-7ad806cf8b7b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0207,da629b56-70e9-4dfb-96a6-0ebc694e1b40,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
CTX_Win11-SnM-AHV-N-Prod-C2_22/08/25 14:00,214ef911-87eb-44d8-9e9d-8a0b1b8d985f,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0308,acdd77cd-8b60-49f0-82dd-173769feaad5,OFF,4,24.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0184,1ad13960-ecd9-4c5f-87d7-60a6698c7b3e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0265,4b12e1f2-167b-4b65-919e-33c2ca014df7,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0288,0d694728-afa8-4006-9745-3a31006f7288,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0290,ef2d10ac-65f4-4eaf-b9e4-1ace147b6eff,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0289,93b391e7-8db9-4264-b429-bd7c78c215fc,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Preparation - Win11-SnM-AHV-Dedicated-Prod-C2,92870292-2662-493a-b667-d3d5c372d5d6,OFF,2,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0300,309fc4e6-2fa8-46a8-a422-8a136fd2ca8b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0286,102bcaea-3403-4c31-9521-16d1822aaed2,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0236,2aa4afdb-77b7-4f77-a8ee-bb2d133de7c3,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0231,30e59605-0906-484c-bb74-28a4bfa153b6,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0291,4c9bf53e-9a1f-4758-8486-40c4441472bd,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Preparation - Win11-SnM-AHV-Dedicated-Prod-C2,392d1f3f-8844-4442-895f-50d4683a9cb2,OFF,2,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0159,1c9581ba-67d2-4283-9511-d75527a16031,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-S-M,c86b318d-ba94-4632-a49f-ac347a6fcaf0,OFF,8,32.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0298,d90ea7ae-bffb-42b6-a305-9f86629423f8,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0318,fdd6277c-8c2a-416c-8018-d4373387270c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0177,f97391e3-6ccf-4c15-a41e-ea069cbd2334,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0355,b029f215-05cd-4610-8beb-308256ff0831,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
