name,uuid,power_state,vcpus,memory_gb,vm_age_days,days_since_power_on,power_on_count,last_power_on,unused_score,unused_reasons
PNO-CX-N-E0377,6f57fd8c-4247-4e15-85bd-f120e941f5dc,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
AppCL1,ed85494e-ea6d-45ec-819e-655498b3b02b,OFF,4,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0013,9eb538ae-5614-438a-be79-9fdcc0eec6fa,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0246,da9a56af-50b9-4bcb-bb82-0addeaf13f70,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0235,05ee446f-5210-417b-b0e5-bf46ef2f885a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0191,5266b934-9189-4434-9d08-a74c13fe93cf,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-P-0301,9454eafd-b4e2-4b7e-b4cd-7619713dc22d,OFF,4,32.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
NTNX-W2022-Template,1e9bf715-605a-4622-8cbf-8d5bfb2401ea,OFF,2,8.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0227,8e579e1c-4670-41da-91ce-6f4abb13da1b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0004,38993587-97a8-436a-91ae-b766b3621b40,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0271,4f766577-885e-4603-a7ce-fd531e8bf3aa,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0210,73dd1539-8b63-4aae-880f-9aedca6d8281,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-P-0262,7d8eed3b-0a71-4668-937f-82d505540a22,OFF,4,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0217,997a5f3a-8eff-4ed3-b4bd-32fa3e2db79c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0232,6e4fd84b-6a66-42ed-a7b0-8e1df94c7356,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0257,27543a25-6ac5-4cb4-9ea7-194a31f77968,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Hardened-Windows 2016 Std 64-bit - VM TemplatePlano,db34e090-ee85-49b2-8324-d69dbfa4d39f,OFF,2,4.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
CTX-w2022-Template,196f7168-1146-44d0-b90d-313eb713976b,OFF,4,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0049,3ced86e2-f9ad-456a-b786-e1b55ce7c5b4,OFF,4,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0255,fcdc3242-f63e-491a-a31d-04daa9841756,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0288,1386704f-1dd9-4f2f-bbc5-482a7bd23614,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0005,1ffa90bb-b395-4f34-807a-23980ac6c55f,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0026,85745ab6-a81c-410a-a686-c0bd52dc626d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0430,1b87f00c-5c5f-4854-b368-943d07ba5347,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0265,1da68c27-22c6-42fd-ac75-b67cc3b46b88,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0253,2a6738d1-d9ed-4bda-9d2c-e5c1ab5c119d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0044,69d20712-7f1c-4e6f-a61b-abd38c48c8f6,OFF,4,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0263,b3c5beb5-df6d-405b-b56c-457eed616595,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0117,ee686413-28d4-4874-a384-b9bb305afb8f,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0047,08c58363-e1e6-4f9a-b061-52217f23a2d1,OFF,4,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Hardened-Windows 2019 Std 64-bit - Plano1,e29552ab-b501-433d-8e7c-a7d3880123f5,OFF,2,4.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-P-0263,8239dd03-2d5b-4b28-aee8-5ea1424359f6,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0106,adb1578d-c921-4d4d-8c16-c69ec800bc0a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0321,82434821-1c02-48ce-94cc-129201fe9e87,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-E0200,60d8b370-3d35-4dc6-8bf0-d47abec45c06,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-P-0273,43ac6698-89a4-42df-9e14-c5b3dca5aa1a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Clone Hardened-Windows 2019 Std 64-bit - Plano1,4ee82863-3848-488b-9ffd-ad19b52f30a0,OFF,2,4.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0069,69f9fcee-6bd0-4f51-a6ef-a9cb207a5955,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0105,b633cdb5-d9c3-4802-9cba-1613e4088f53,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0167,2db7a772-36cb-44be-8487-607202901ad1,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0218,53d50d6a-4ff6-44a1-bf27-51b4bf8f09f8,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0019,a805dfbf-a9c8-42a2-a694-5c557574a8b9,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0023,4ac9c9d9-5813-4ccc-a38f-556e2a08df98,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0072,b6083754-b189-485b-b6b4-b75d02fb1272,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0045,aee3573c-2fe4-4486-a53e-f4e611a7db6a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0050,2b6d25c4-687f-4999-8f7f-162622661a44,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0328,12edb5b1-7852-4d39-bfee-e8ae36691d2f,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0078,c2331f54-7a3e-401c-a481-196009ca1720,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0128,63da0520-444d-4664-96d0-b9573fadf335,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0215,184fd2cc-edb8-4ff8-9e8b-f59fa9023c55,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-P-0313,1729adb5-5a7b-4759-84d6-3a2fc5d59a8c,OFF,4,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0331,18074402-4ec3-4136-af50-909a24b16dea,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0196,1c7759ec-4a17-439d-8969-f289074024d1,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0048,fc33539b-5d99-4465-8de3-7527ad778bb3,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0055,0e73fbf8-e676-4ad5-9664-6a0f425a6502,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0145,18de3789-dd15-4445-8346-8dc121edcf3d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0179,8c98f766-564c-4941-9cc6-27e774d382e7,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0147,1a6c9a5e-d7f7-494f-b0b5-72bd5d601a15,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0126,fda23128-3f4d-4937-881e-2f476438e743,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-UEFI-WME,bbf51785-c9a3-4f83-b3a2-d4c8fb2df631,OFF,4,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0030,bf096d0c-2af9-4fbd-8c01-58fb6528e3bc,OFF,4,24.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0138,e1bab077-d1db-4984-9cb8-788e2c542207,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0046,de4db794-ba50-47ea-ad15-3cf6c389fe79,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0001,2b7cb7a5-51f6-4ef3-ab99-8ffdb7df2c40,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0038,e911bf9f-26e2-49cf-8271-77979329cd96,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0083,2512f249-2197-403f-b26e-4c3b2e9fad2a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0192,6b368077-67a7-4417-95f1-85739c199677,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0315,d88e9c5b-8ba0-4b83-801f-8262eef0deb5,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0042,f739693d-0580-456a-88a2-fe04fb0929f6,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0061,67beb0ea-3c12-482a-b721-cebb031d0876,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0018,6e7d9abe-f1ff-4069-966b-f12e81e94735,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0054,0e881ca9-398a-490c-8939-5e9af0ef239d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0140,f66f50f3-ee0a-45c4-a160-a8d65eb1d817,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0319,9534dff6-38fd-411d-9df0-1d9e81cc5785,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0075,a57f693f-0ef9-460e-a282-f135432df3d4,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0115,606ee365-7a09-4323-a5f0-7ac16d7578b0,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0158,fbf1a86e-9725-4bce-b175-8e0d5b14c001,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0209,044e6371-b44a-4851-8302-60b096e5f46c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0047,84ca25f0-d07d-4334-baf2-7aee85c83836,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0060,de700ecc-0a38-4803-8d56-cbc3b5ffd71d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0070,db540046-2da5-4788-9142-83e4137cba69,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0144,fcaabdd6-f0f5-4c57-a376-92f68168e53a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0085,0666b18d-23b4-422b-a3ac-eadb4d09e4b3,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
CTX-W11-S360-TMP,b15e795c-7f12-41d1-af69-b7afa2d84d85,OFF,2,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0047,4a0665ec-232d-44e0-8e83-86e781470342,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0212,cbefec56-b1fe-47ba-9372-abd9ed65af3c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0125,c30ec9af-17ae-4043-9096-211bc4e1c8ac,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0310,39c6b2d4-4652-4788-98c9-b64414ca10a3,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0046,e794000f-e80b-40fa-8efa-562bffa726a0,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-TEMPLATE-VDI-001,4729451e-088b-42a8-b54a-a503f4fb1535,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0180,0735be16-696d-4678-aefc-dbc7254691a9,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0026,79131be3-c8ec-49f7-a465-c127e637c6e6,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0130,05700864-f55d-49d1-a56b-8cc8c37bf8d9,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0177,f55b4ef0-6f10-4cc9-9006-1ec83fbd9855,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-P-0314,236c40f5-768a-4fe7-ad94-fbd6eaeaf651,OFF,4,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0088,c6bb9b94-d71e-40a4-8d7c-8c7bc79ffb05,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0085,43a7255c-ca65-4194-9625-2772d0f8b165,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-UEFI-S360,ed052cee-b236-4ce9-9163-c341f207e802,OFF,4,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0067,a6a231ca-4334-487a-875a-21fee5cb720a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0097,188bc1b8-0111-44b2-bcf7-29a53c8617e0,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0098,8b3b94e2-a2c8-4d6c-abed-5c72c9856308,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-UEFI-D20,8742d38b-3ec1-4360-8bf4-4d2e86335df2,OFF,4,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0005,e3b91f10-d52f-4767-bf03-ce00379c7416,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0094,b4cc3859-cbde-4db4-8d93-61e92e1bf48b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0327,4f6c602b-570f-4a25-93d6-67619ee9162a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0728,dc09c439-49f9-4da4-8a0b-638b6bf3b531,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0326,569c8fb5-9556-42b2-9367-7197fb771ccf,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0067,ab18cbf1-1e5b-4691-83fb-473f8a0ca489,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0204,7ccf670b-0bd1-4b4e-86aa-39b62244f64c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0054,1878689c-c35e-4fef-a35f-02db4326624a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-uipath-m,dfcaac76-acf8-403a-911d-7c4bcb395133,OFF,4,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0066,73553378-52b9-48a7-8848-11940e71fdf1,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0006,f71ff004-415c-471d-8ea6-153c1386038c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0155,1193ab79-e5c7-454f-92a7-1f3c63535426,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0320,7f0463fa-6338-408f-b5ae-9d80a8e980cf,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0106,68857739-a6b1-4db9-b8e3-22898d05676b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0314,6223f6d4-2f97-474f-8664-a270b66e76ec,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0104,10f38af5-cee9-48ba-8ff1-015c4fd5de27,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0325,5adaa740-c602-4076-9602-54c87cba9f3d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0013,86e62970-a624-4d83-8980-abf433da783e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0333,1f2be30b-1e15-4fa0-afd7-4d8b07c42807,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0035,e6e02adb-61a6-48ea-bdd5-e43aecb7a223,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0191,4c191229-1c86-4760-ac8d-feea18c98fcb,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0021,dd06d490-fe89-4444-88d8-5b415a420d33,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0020,39a627c0-abf3-4d98-9dfc-9cc443cd44b4,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0127,1d1ebfd0-7fc8-41c7-8968-1ef9a4c6e7d3,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0161,5277e0b1-2926-41a4-b91e-49e94eb1ac10,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0098,684a071d-8e48-4655-8cf4-36c811f40f2d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0113,b191da65-9863-4b9c-9462-0145870af75f,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0126,e560c865-3146-4f2b-b853-1efa7aa5b68e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0324,a69c0048-054f-480b-8a37-ea2d5a30cdbc,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0031,4e396de1-1079-41c8-9636-97b545343f20,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0025,e6e0600d-2824-4ba3-b5dd-1423f9962825,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0024,76a928a8-7344-4ba7-bb02-3d71250c0047,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0089,75a16b73-9c80-49b2-bdad-bf64b7100381,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0120,146cdd85-79a0-4ba5-9a26-030c4bf9c21e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0117,da568f4a-a1e0-4b8d-b4be-1bff35c89112,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0016,b2b94110-c8a0-4adf-8736-c8039e49759b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0132,e21dd1d4-20f2-4fe8-bfec-0f169919450d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0210,42884412-b447-4da4-a89c-c3269e09a0bd,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0131,0a9689e8-9933-4e28-9e10-eb4688536b39,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0082,a0012d27-20cd-4d83-ba38-7a0291a886ec,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0052,72d6168a-8b85-4220-8cbb-5921d79ee022,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0112,a77f061c-350e-44a7-8ce4-44388f0030b4,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0141,16de3eaf-145e-4bda-b1be-7a7bc80c96f7,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0139,07259295-3ac9-4071-8be7-fadce4feb22f,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0150,278d6fc6-743c-4ca9-a4ea-47e191f4670a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0023,62b26a04-eec4-4daf-b8b0-df61ddd7459e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0072,32e17f19-2d84-4c07-ad1d-63a6f244fc7f,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0109,6ba10fe0-1373-47f3-8ac0-13623f3f17cb,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0138,da42c4a8-241c-4ae2-b03f-2961735a6aba,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0095,7fdfd1ac-f3c6-4a2a-b8fc-c6f008b60d21,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0037,a4fbc627-cde7-4ec6-a509-16520c091ea9,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0100,5d4a0019-2eb0-4711-92fa-93076b48d577,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0014,eecca84c-85b1-446a-941a-e5a6f54123d1,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0087,da5d709f-d845-4fd0-a394-90ecbd09bfc6,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0154,39405a29-d6af-49a2-aef2-a811a94e6158,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-N-0329,fd0c591d-d0f4-451b-9656-268aca4aa8ab,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0071,7114cf79-10c4-4faf-b3e7-0ca43d11b2fe,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0084,250140dc-ffc3-43d5-90fc-351ba38d9bfe,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0044,cc1b61c2-bb96-4baa-b4ff-a0b1d083fae3,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0186,c68ea0fc-d060-41e5-afbe-5f9a4a1d743c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0200,87a278f8-32d4-4cd9-9ea1-ab91b57ce9dd,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0062,dbdb25cb-50c6-40c3-90d6-3c0042649c1d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
